pimprod2038740,La Roche-Posay,Toleriane Rosaliac Anti-Redness Face Moisturizer for Sensitive Skin,Moisturizers,Face Moisturizer,$30.99,1.35 oz,https://media.ulta.com/i/ulta/2610275?w=100&h=100&fmt=auto,577 Reviews,"Benefits
Facial Moisturizer instantly improves the appearance of visible facial redness
Unique face cream for redness with green pigments provides long lasting hydration for sensitive skin
A soothing ingredient complex of Neurosensine, Glycerin, and La Roche-Posay Thermal Spring Water helps to soothe dry, stinging skin
Formulated and rigorously tested for sensitive skin with visible redness
Dermatologist Tested for Safety
Non-comedogenic
Sensitive Skin Tested & Allergy tested
Key Ingredients
Neurosensine: A synthetic dipeptide, also known as acetyl dipeptide-1 cetyl ester, used to help skin feel soothed.
Glycerin: Derived from vegetable sources, it's an excellent humectant. It helps hydrate skin by absorbing water from the surrounding environment.
La Roche-Posay Thermal Spring Water: A soothing water sourced in the town of La Roche-Posay in France and a core ingredient in most of our products. It contains a unique combination of minerals, trace elements, and a high concentration of selenium, a natural antioxidant.
Color Correcting Green Pigments: Help neutralize visible redness
Formulated Without
Fragrance
Parabens
Oil","Aqua / Water / Eau, Glycerin, Isostearyl Neopentanoate, Butylene Glycol, Boron Nitride, Butyrospermum Parkii Butter / Shea Butter, Ci 77891 / Titanium Dioxide, Pentylene Glycol, Hydrogenated Coco-Glycerides, Polysorbate 20, Zea Mays Starch / Corn Starch, Schisandra Sphenanthera Fruit Extract, Tin Oxide, Sorbitan Oleate, Glyceryl Acrylate/Acrylic Acid Copolymer, Glyceryl Stearate Citrate, Isohexadecane, Sphingomonas Ferment Extract, Silica, Aluminum Hydroxide, Mannitol, Ammonium Polyacryloyldimethyl Taurate, Hydrogenated Lecithin, Caprylyl Glycol, Citric Acid, Trisodium Ethylenediamine Disuccinate, Acetyl Dipeptide-1 Cetyl Ester, Maltodextrin, Polysorbate 80, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Mica, Ci 77288 / Chromium Oxide Greens, Ci 77491 / Iron Oxides, Ci 77492 / Iron Oxides, Ci 77499 / Iron Oxides.","Step 1: Cleanse
Step 2: After cleansing, apply La Roche Posay Toleriane Redness Reducing Face Moisturizer in gentle circular motions to the face and neck.
Step 3: Follow moisturizer with a broad-spectrum sunscreen"
pimprod2051755,OSEA,Ocean Wave Cleanser Bi-Phase Cleansing Oil and Makeup Remover,Cleansers,Cleansing Balms & Oils,$38.00,4.0 oz,https://media.ulta.com/i/ulta/2632364?w=100&h=100&fmt=auto,56 Reviews,"Benefits
Dissolves makeup, impurities & excess sebum
Gently cleanses without stripping
Hydrates, nourishes, balances & leaves skin super soft
Lightweight formula rinses clean with no oily after-feel
Use alone or as the first step in your double cleanse routine
Energizing and uplifting citrusy scent
Sustainably packaged: Bottle is made of 50% PCR (post-consumer recycled) plastic
Key Ingredients
Undaria Seaweed: rich in amino acids, antioxidants and nutrients to mineralize the skin
Camelina Oil: rich in Omega 3 to moisturize and condition skin
Bisabolol: known for its soothing properties; sourced from the Candeia tree
Research Results
Clinically shown to remove waterproof makeup*
100% saw a boost in skin hydration after 1 use*
*Based on an independent third-party clinical study on 33 women.","Water / Aqua / Eau, Isopropyl Palmitate, Pentylene Glycol, Caprylic/Capric Triglyceride, Helianthus Annuus (Sunflower) Seed Oil, Oleic/Linoleic/Linolenic Polyglycerides, Camelina Sativa Seed Oil, Bisabolol, Undaria Pinnatifida Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Citrus Aurantifolia (Lime) Oil, Magnesium Aspartate, Zinc Gluconate, Juniperus Communis Fruit Oil, Cupressus Sempervirens Leaf/Nut/Stem Oil, Jasminum Officinale (Jasmine) Oil, Copper Gluconate, Beta Vulgaris (Beet) Root Extract, Limonene, Decyl Glucoside, Phenethyl Alcohol, Hydroxyacetophenone.","Shake well before use. Dispense onto clean hands, rub together, and massage onto dry face, then rinse. Keep out of eyes. For better eye makeup removal, apply to a reusable bamboo or cotton round and gently wipe before rinsing.
Pro Tip: Love double cleansing? Start with Ocean Wave Cleanser, then follow with Ocean Cleanser for a more thorough cleanse."
pimprod2009510,Neutrogena,Hydro Boost Cleansing Towelettes Twin Pack,Cleansers,Makeup Remover,$16.99,,https://media.ulta.com/i/ulta/2554018?w=100&h=100&fmt=auto,"1,434 Reviews","Benefits
Cleansing face wipes effectively remove dirt, makeup & impurities, including waterproof mascara
The disposable facial towelettes effortlessly glide over the face & eyes for thorough cleansing
The unique formula quenches skin with a boost of hydration, leaving it clean & touchably soft
These hydrating facial cleansing wipes are ideal for daily use & gentle enough for sensitive skin
From the dermatologist-recommended skin care brand, they are both alcohol & paraben-free
Moisturizing facial cleansing wipes are dermatologist & ophthalmologist tested
Key Ingredients
Each pre-moistened facial towelette combines the power of Neutrogena cleansing technology and hyaluronic acid, an ingredient naturally found in skin, that works to quench skin with a boost of vital hydration
Includes
Hydro Boost Cleansing Towelettes (2 x 25 ct)","Water, Decyl Isostearate, Isopropyl Isostearate, Glycerin, Dimethicone, Isohexadecane, Hexylene Glycol, PEG-6 Caprylic/Capric Glycerides, Trisiloxane, Phenoxyethanol, Sucrose Cocoate, Chlorphenesin, Polysorbate 20, Fragrance, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hydroxide, Hydrolyzed Hyaluronic Acid.","Gently wipe over eyelids, face, lips, and neck. There is no need to rinse. Reseal package to keep wipes moist. Dispose of towelette in trash receptacle (do not flush)."
pimprod2017665,StriVectin,Peptight 360 Tightening Eye Serum,Eye Treatments,Eye Serums,$72.00,1.0 oz,https://media.ulta.com/i/ulta/2568088?w=100&h=100&fmt=auto,470 Reviews,"Benefits
Visibly improves the look of contour around eyes, targeting crepey eyelids and upper eyelid sagging
Visibly brightens dark circles and entire eye area
Helps visibly firm delicate, thinning skin
Key Ingredients
Triple Peptide Blend (Oligopeptide, Dipeptide and Tetrapeptide) visibly improves the look of contour around eyes, targeting crepey eyelids and upper eyelid sagging
Caffeine and Kakadu Plum Extract visibly brighten dark circles and entire eye area
Microalgae Extract helps visibly firm delicate, thinning skin
Research Results
100% showed improvement in the look of firmness and elasticity*
96% showed improvement in the look of lines and wrinkles around eyes*
93% showed improvement in the look of undereye bags and puffiness*
87% showed improvement in the look of eyelid crepiness*
*Based on results from an expert clinical grader evaluation at week 8 of 32 panelists","Aqua (Water, Eau), Propanediol, Glycerin, Myristyl Nicotinate, Dimethicone, Pullulan, Maris Aqua (Sea Water, Eau de mer), C12-15 Alkyl Benzoate, Dextrin, Palmitoyl Tetrapeptide-7, Nicotiana Benthamiana Octapeptide-30 sh-Oligopeptide-2, Dipeptide-2, Caffeine, Terminalia Ferdinandiana Fruit Extract, Hydrolyzed Rhodophyceae Extract, Nannochloropsis Oculata Extract, Perilla Ocymoides Leaf Extract, 1,2-Hexanediol, Phospholipids, Sodium Acrylates Copolymer, Bacillus Ferment, Silica, Polymethyl Methacrylate, Polyglyceryl-10 Stearate, Hydrogenated Polydecene, Steareth-20, Adenosine, Aloe Barbadensis Leaf Juice, Helianthus Annuus (Sunflower) Seed Oil, Tetrasodium Glutamate Diacetate, Hesperidin Methyl Chalcone, Butylene Glycol, Caprylhydroxamic Acid, Chlorhexidine Digluconate, Glyceryl Caprylate, Tocopherol, Ethylhexylglycerin, Xanthan Gum, Mica, Citric Acid, Phenoxyethanol, Sodium Citrate, Benzoic Acid, Sodium Benzoate, Potassium Sorbate, Sodium Hydroxide, CI 77891 (Titanium Dioxide).",Use morning and evening on clean skin. Gently glide cooling metal applicator around entire eye area including upper eyelids. Lightly pat excess with fingertip until absorbed.
pimprod2051595,Vacation,Mini Classic Spray SPF 50,Suncare,Sunscreen,$8.00,1.7 oz,https://media.ulta.com/i/ulta/2639860?w=100&h=100&fmt=auto,150 Reviews,"Benefits
Broad spectrum SPF 50 protection against the sun's harmful UVA and UVB rays
Water-resistant (80 minutes)
Convenient 1.7 fl oz travel size, perfect for gifting, party favors, and on-the-go
Non-aerosol propellant with continuous-spray technology
Clean, lightweight feel
""Classic"" formulation process to update everything that you love about sunscreens of the past with the best of modern skincare science
Transparent on all skin tones
Award-winning scent developed in collaboration with Carlos Huber of ARQUISTE Parfumeur and Rodrigo Flores-Roux of Givaudan, renowned fragrance creators of luxury fashion houses and 5-star resorts
Scent combines notes of coconut, banana, pool water, pool toy and swimsuit Lycra: all of your best sunscreen summer memories
Dermatologist tested
Manufactured in the USA
Hawaii Reef Compliant Act 104
Comes with its own radio station
Every Vacation formula is dermatologist tested and reviewed by toxicologists to ensure world-class protection
Key Ingredients
Coconut Oil - A lightweight, natural hydrator to combat the drying effects of the summer sun
Aloe Vera - A naturally occurring cocktail of antioxidants that soothe and hydrate sun-kissed skin
Banana Extract - A hydrating and skin-refining touch of the tropics
Shea Oil - A rich, emollient oil to help keep skin feeling soft and smooth
Vitamin E - A vitamin renowned for its ability to replenish sun-exposed skin
Formulated Without
Oxybenzone, Octinoxate, Parabens, Phthalates, PEGs, Beeswax, and Mineral Oil.","Active: Avobenzone (2.9%), Homosalate (8.8%), Octisalate (4.9%), Octocrylene (8.6%).
Inactive: Acrylates/Octylacrylamide Copolymer, Alcohol Denat, Aloe Barbadensis (Aloe Vera) Leaf Extract, Butyloctyl Salicylate, Butyrospermum Parkii (Shea) Oil, Carthamus Tinctorius (Safflower) Seed Oil, Cocos Nucifera (Coconut) Extract, Diisopropyl Adipate, Ethylhexyl Methoxycrylene, Fragrance, Musa Sapientum (Banana) Fruit Extract, Polyester-8, Tocopherol (Vitamin E).","Apply liberally 15 minutes before sun exposure. Reapply after 80 minutes of swimming or sweating or immediately after towel drying. Reapply at least every two hours.
Precautions: For external use only. Do not use on damaged or broken skin. Keep away from the eyes. Rinse with water to remove. If a rash develops, stop use and seek medical attention. Keep out of reach of children. In case of ingestion, get medical help or contact a Poison Control Center right away."
pimprod2002941,Kiehl's Since 1851,Ultra Facial Cream Sunscreen SPF 30,Moisturizers,Face Moisturizer,$39.00,1.7 oz,https://media.ulta.com/i/ulta/2536655?w=100&h=100&fmt=auto,498 Reviews,"Benefits
Provides 24-hour hydration to leave skin feeling soft, balanced and comfortable
Helps defend skin against damaging UVA and UVB rays with SPF 30 broad-spectrum protection
For all skin types
Key Ingredients
Glacial Glycoprotein: originally sourced from Antarctic sea glaciers; helps to deeply hydrate and maintain skin's moisture balance
Fountain Plant: native to Asia and known to resist droughts, it helps boost skin hydration and improve skin barrier function","Active: Avobenzone 3%, Homosalate 5%, Octisalate 5%, Octocrylene 7%. Inactive: Water, Glycerin, Squalane, Dimethicone, PEG-100 Stearate, Glyceryl Stearate, Silica, Octyldodecanol, Stearic Acid, Phenoxyethanol, Palmitic Acid, Tocopherol, Dicaprylyl Carbonate, Steareth-100,Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ophiopogon Japonicus Root Extract, Carbomer, Chlorphenesin, Capryloyl Salicylic Acid, Caprylyl Glycol, Xanthan Gum, Dimethicone/Vinyl Dimethicone Crosspolymer, Disodium Edta, Sodium Hydroxide, Citrus Aurantium Dulcis (Orange) Peel Oil, Limonene, Ectoin, Hydrolyzed Hyaluronic Acid, Myristic Acid, Mentha Piperita (Peppermint) Oil, Pseudoalteromonas Ferment Extract, Ethylhexylglycerin, Linalool, Salicylic Acid.","After cleansing, massage a small amount onto skin
For sunscreen use:
Apply liberally 15 minutes before sun exposure
Reapply at least every 2 hours
Use a water-resistant sunscreen if swimming or sweating"
pimprod2025410,No7,Restore & Renew Face & Neck Multi Action Fragrance Free Cream SPF 30,Moisturizers,Neck Cream,$32.99,1.6 oz,https://media.ulta.com/i/ulta/2582678?w=100&h=100&fmt=auto,111 Reviews,"Benefits
Visibly reduces the appearance of fine lines and wrinkles
Instantly, face & neck feel smoother and softer
For a firmer feeling face & neck which looks lifted
Skin feels smoother in 1 week
Suitable for sensitive skin
Fragrance free
Key Ingredients
Fortifying Complex: With Calcium, Amino Acids and Ceramides
Ginseng Extract: Fights the look of tiredness and fatigue
Matrixyl 3000 Plus: No7's next generation anti-wrinkle peptide technology
Double Defence Technology: Protects against environmental stressors","Active: Avobenzone 3%, Octisalate 5%, Octocrylene 8%. Inactive: Aqua (Water), C12-15 Alkyl Benzoate, Glycerin, Alcohol Denat., Tribehenin, Butylene Glycol, Aluminum Starch Octenylsuccinate, Dimethicone, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Ammonium Acryloyldimethyltaurate/VP Copolymer, Cetearyl Glucoside, Silica, Phenoxyethanol, Potassium Cetyl Phosphate, Methylparaben, Tocopheryl Acetate, Dimethiconol, Pentylene Glycol, Ascorbyl Glucoside, Propylene Glycol, Xanthan Gum, Ethylparaben, Hibiscus Abelmoschus Extract, Retinyl Palmitate, Simethicone, Hydrolyzed Hyaluronic Acid, Tetrasodium EDTA, Cetyl Alcohol, Stearyl Alcohol, Hydrolyzed Rice Protein, Sorbitan Laurate, Polysorbate 20, T-Butyl Alcohol, Panax Ginseng Root Extract, Sodium Lauroyl Lactylate, Phyllanthus Emblica Fruit Extract, Carbomer, Calcium Hydroxymethionine, 3-Aminopropane Sulfonic Acid, Hydroxyethylcellulose, Potassium Hydroxide, Dimethylmethoxy Chromanol, Acetyl Dipeptide-1 Cetyl Ester, Morus Alba Leaf Extract, Ceramide NP, Ceramide AP, Sodium Benzoate, Phytosphingosine, Cholesterol, Ethylhexylglycerin, Tocopherol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Ceramide EOP, CI 77891 (Titanium Dioxide), CI 77491(Iron Oxides), CI 14700 (Red 4).","Use every morning after cleansing and applying Restore & Renew Face & Neck MULTI ACTION Serum. Apply evenly over your face and neck, avoiding the eye area. To give your skin an extra helping hand, use Restore & Renew Face & Neck MULTI ACTION Serum & Night Cream just before bedtime."
pimprod2015172,cocokind,Vitamin C Glow Brightening Serum,Treatment & Serums,Face Serums,$21.99,1.0 oz,https://media.ulta.com/i/ulta/2566403?w=100&h=100&fmt=auto,"1,429 Reviews","Benefits
Promotes an even skin tone and increased feelings of suppleness
Gradually reduces the appearance of dark spots
Plumps skin with hydration
Protects skin against environmental stress
Recognized by the National Eczema Association with the Seal of Acceptance
Key Ingredients
Sodium Ascorbyl Phosphate - one of the most gentle forms of Vitamin C - helps to reduce the appearance of dark spots
Sea Grape Caviar Extract - this nutrient-rich algae hydrates and improves water retention by using moisture absorbed from the air
Harvested sustainably from the Bohol Sea in the Philippines
Sodium Yyaluronate - instantly hydrates, providing a cushion of hydration to defend skin against external factors that might stress or dehydrate it","Vcsuct8 Aloe Barbadensis Leaf Juice*, Water/Eau, Glycerin, Polyglycerin-6, Pentylene Glycol, Ascorbyl Glucoside**, Azelaic Acid, Propanediol, Xanthan Gum, Caprylyl Glyceryl Ether, Sodium Hydroxide, Sodium Citrate, Betaine, Caulerpa Lentillifera Extract***, Caprylhydroxamic Acid, Sodium Hyaluronate****, Sodium Phytate, Sodium Benzoate, Citric Acid.
*Certified Organic.
**Vitamin C.
***Sea Grape Caviar Extract.
****Hyaluronic Acid.","Suitable for daily use in the am and/or pm. To integrate cocokind's serum into your existing skincare routine, they recommend the following product order: cleanse, tone, essence, serum, moisturizer, and SPF. cocokind always recommends applying products in order from thinnest to thickest, to guarantee the best possible absorption. Store your Vitamin C Serum in a dark, dry place."
pimprod2040285,TULA,Gold Glow + Get It Cooling & Brightening Eye Balm,Eye Treatments,Eye Cream,$38.00,0.35 oz,https://media.ulta.com/i/ulta/2612356?w=100&h=100&fmt=auto,89 Reviews,"Benefits
Deeply hydrates while helping to reduce the look of fine lines & wrinkles
Instantly brightens around the eyes
Firm & tighten the appearance of skin
Provides immediate cooling & leaves a golden glow
Key Ingredients
Probiotic Extracts: help lock in moisture, improve skin smoothness & calm the look of irritation
Hyaluronic Acid: helps hydrate skin
Caffeine: helps firm & tighten the appearance of skin
Apple & Watermelon: deeply hydrate & help reduce the look of fine lines & wrinkles
Rosehip oil & Rosewater: help hydrate, tone & nourish skin
Does not contain live cultures.
Research Results
AFTER 1 USE*
93% agreed skin looked smoother
90% saw brighter skin
AFTER 1 WEEK**
93% agreed eyes look less puffy
*Self assessment on 32 subjects after 1 use
**Self assessment on 32 subjects after 1 week","Aqua/Water/Eau, Propanediol, Aloe Barbadensis Leaf Juice, Sodium Stearate, Xylitol, Lactococcus Ferment Lysate, Synthetic Fluorphlogopite, Oleth-20, Glycerin, Citrullus Lanatus (Watermelon) Fruit Extract, Lens Esculenta (Lentil) Fruit Extract, Caffeine, Pyrus Malus (Apple) Fruit Extract, Lactic Acid, Hyaluronic Acid, Rosa Canina Fruit Oil, Rosa Centifolia Flower Water, Vaccinium Angustifolium (Blueberry) Fruit Extract, Sodium Lactate, Diheptyl Succinate, Sodium PCA, Menthone Glycerin Acetal, Menthyl Lactate, Capryloyl Glycerin/Sebacic Acid Copolymer, Xanthan Gum, Ethylhexylglycerin, Sodium Benzoate, Potassium Sorbate, Sodium Chloride, Citric Acid, Phenoxyethanol, Tocopherol, CI 19140/Yellow 5, CI 75470/Carmine, CI 77891/Titanium Dioxide, CI 77861/Tin Oxide, CI 77019/Mica.","Apply directly to the eye area, under or over makeup. Can also be used as a highlighter on the cheekbones, cupid's bow, nose & anywhere else you want to add some glow."
pimprod2049018,Murad,Restorative Hydro-Hyaluronic Moisture Cream,Moisturizers,Face Moisturizer,$65.00,1.7 oz,https://media.ulta.com/i/ulta/2631726?w=100&h=100&fmt=auto,10 Reviews,"Research Results
Immediately smooths and plumps with 24 hours of intense hydration, with continuous use*
Restores the skin barrier in just 1 use
Skin looks more radiant and youthful, improving the look of fine lines and wrinkles within 2 weeks*
*Technology-tested after 4 weeks of continuous use
Key Ingredients
Advanced Hydro-Hyaluronic Technology: hyaluronic acid at various multi-molecular weights penetrates deep into skin for instant and lasting hydration
Nourishing coconut extract: helps further guard against water loss
She butter and sunflower oil: uniquely blended mix seals in long-lasting moisture
Formulated Without
Parabens, sulfates, phthalates, gluten, mineral oil, formaldehyde, petrolatum, alcohol, animal-derived ingredients","Water/Aqua/Eau, Trimethylolpropane Tricaprylate/Tricaprate, Glycerin, Cetearyl Alcohol, Dicaprylyl Carbonate, Isopentyldiol, Cocos Nucifera (Coconut) Fruit Extract, Dimethyl Isosorbide, Butyrospermum Parkii (Shea) Butter, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Helianthus Annuus (Sunflower) Seed Oil, Sodium Hyaluronate, Dipotassium Glycyrrhizate, Laminaria Digitata Extract, Saccharomyces Cerevisiae Extract, Beta-Glucan, Xylitylglucoside, Anhydroxylitol, Xylitol, Allantoin, Bisabolol, Tocopheryl Acetate, Tocopherol, Ethylhexylglycerin, Caprylyl Glycol, Cetearyl Glucoside, Polyacrylate Crosspolymer-6, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polyisobutene, Xanthan Gum, Caprylyl/Capryl Glucoside, 1,2-Hexanediol, Leuconostoc/Radish Root Ferment Filtrate, Glucose, Sorbitan Oleate, Tetrasodium Glutamate Diacetate, Glucosamine HCl, Citric Acid, Sodium Hydroxide, Chlorphenesin, Sodium Benzoate, Phenethyl Alcohol.","To Use: AM and PM
Massage evenly over face, neck and chest. Follow with a sunscreen during the day."
pimprod2045309,Hero Cosmetics,Mighty Patch for Fine Lines Patches,Eye Treatments,Eye Masks,$24.99,6 ct,https://media.ulta.com/i/ulta/2624661?w=100&h=100&fmt=auto,3 Reviews,"Benefits
Targets fine lines
Renews the look of skin
Gentle on skin
Features
Leave on for 6-8 hours as Micropoints dissolve
Contoured design
Stays in place overnight
Key Ingredients
etinol + Adenosine: Helps renew the look of skin
Sodium Hyaluronate: Moisturizes skin
Niacinamide: Brightens skin","Sodium Hyaluronate, Water/Aqua/Eau, Niacinamide, Glycerin, Adenosine, Retinol, Hyaluronic Acid, Polysorbate 80, Propanediol, Camellia Sinensis Leaf Extract, Sclerotium Gum, Xanthan Gum, Madecassoside, Pentylene Glycol, Centella Asiatica Extract, Butylene Glycol, 1,2-Hexanediol, Sodium Dehydroacetate, Leuconostoc/Radish Root Ferment Filtrate, Collagen, Acetyl Hexapeptide-8, Ethylhexylglycerin.","Prep your skin. Cleanse and dry the fine line area.
Place the patch. Apply and press lightly for 20 seconds.
Watch it work. Leave on for 6-8 hours as Micropoints dissolve.
Precautions: Use only as directed. For external use only. Some discomfort is to be expected upon application of micropoints. If irritation continues, discontinue use and talk to your doctor. When using this product, wear sunscreen during the day and limit exposure to UV as retinol may increase your skin's sensitivity to the sun. It is normal to experience redness, tingling, and/or dryness while using retinol. If this happens, reduce frequency of use."
pimprod2036977,Hero Cosmetics,Pimple Correct Acne Clearing Gel Pen,Treatment & Serums,Acne & Blemish Treatments,$19.99,0.3 oz,https://media.ulta.com/i/ulta/2605380?w=100&h=100&fmt=auto,436 Reviews,"Benefits
Helps stop emerging pimples
Clears stubborn breakouts
Helps prevent future zits
Features
Non-drying. Non-irritating.
Pimple Correct's hydrating, aloe-infused gel serum works really gently on skin, so you can get rid of breakouts without getting flaky.
The ultra-precise pen delivers gel with a click, so you can spot-treat single zits or whole pimple clusters effortlessly. Tipped with washable, non-porous TPE silicone for cleaner product application that's totally touchless.
Key Ingredients
Salicylic Acid 2%: Treats stubborn pimples
Tea Tree Capsules: Clarify & calm skin
Lactic + Azelaic Acid: Exfoliate clogged pores","ACTIVE: Salicylic Acid 2%.
INACTIVE: Water, Butylene Glycol, Nigella Sativa Seed Extract, Isopentyldiol, Sodium Polyacrylate, Lactic Acid, Hydroxyethylcellulose, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Niacinamide, Polydextrose, Caffeine, Maltodextrin, Xanthan Gum, Allantoin, Ceratonia Siliqua Gum, Sodium Hydroxide, Opuntia Ficus-Indica Stem Extract, Agar, Aloe Barbadensis Leaf Juice Powder, Glycerin, Biosaccharide Gum-1, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, 1,2-Hexanediol, Caprylyl Glycol, Sodium Levulinate, Glyceryl Caprylate, Tocopherol, Tocopheryl Acetate, Coccinia Indica Fruit Extract, Disodium Phosphate, Polysorbate 60, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Gellan Gum, Sodium Anisate, Aloe Barbadensis Flower Extract, Solanum Melongena Fruit Extract, Azelaic Acid, Corallina Officinalis Extract, Curcuma Longa Root Extract, Ocimum Sanctum Leaf Extract, Simmondsia Chinensis Seed Oil, Sodium Phosphate, Sebacic Acid, Limonene.","Press button to release gel.
Apply directly to clean, dry pimples.
Use 1-3x daily to handle breakouts ASAP.
Pro Tip: To prime your pen before first use, firmly tap base flat on a hard surface and slowly pump button. Repeat until you can feel it start to suction, the gel will start flowing shortly after.
Product's natural color may fade over time. Store at room temperature out of direct sunlight and/or heat.
Precautions: For external use only. Stop using and ask a doctor if a rash and/or irritation occurs. Keep out of reach of children. Do not use on open or irritated skin."
pimprod2045695,Naturium,Salicylic Acid Body Spray 2%,Treatment & Serums,Body Treatments,$16.49,4.0 oz,https://media.ulta.com/i/ulta/2627368?w=100&h=100&fmt=auto,55 Reviews,"Benefits
Helps prevent and control blemishes
Clears skin and fights breakouts
Alcohol free, treating acne without drying skin
Has a 360-degree continuous spray to help target acne in hard to reach places
Dermatologist tested
Fragrance free
Vegan, paraben & cruelty free
Features
Use this product daily to treat and prevent blemishes. This unique body spray with encapsulated salicylic acid & niacinamide can be used at home, or on-the-go, such as:
Pre-workout to get rid of blemish causing bacteria before it starts
Post-workout to zap build up caused by sweat or dirt
Post-shower on clean skin to treat and prevent blemishes
Key Ingredients
Encapsulated Salicylic Acid & Niacinamide: reduces sebum & oil production, helps to reduce irritation caused by clogged pores or acne, works to even skin tone & texture
Brightening Blend: helps brighten skin for a more even complexion, reduces dull appearance, works to brighten skin & improve clarity for healthier-looking skin
Microbiome-Supporting Fermented Complex: helps promote a strengthened skin barrier function, boosts hydration & overall skin health; promotes smoother, softer skin texture","Water, Niacinamide, Acetyl Glucosamine, Hydrolyzed Oat Protein, Galactomyces Ferment Filtrate, Hydrolyzed Cicer Seed Extract, Medicago Sativa (Alfalfa) Extract, Pueraria Lobata Root Extract, Silybum Marianum Seed Extract, Amylopectin, Dextrin, 3-O-Ethyl Ascorbic Acid, Alpha-Arbutin, Polydextrose, Hydroxyacetophenone, Sodium Gluconate, Potassium Sorbate, Sodium Benzoate, Butylene Glycol.","Shake Well. Clean the skin thoroughly before application. Spray continuously. Use this product daily to treat and prevent blemishes.
For external use only. Use only as directed."
